id,category,question,sql_formula,excel_formula,calculation_steps,answer_format,correct_answer,related_tables,related_columns,created_at
Complex_17,Complex,"For each product, what is the ratio of 'Target_Qty' to 'Actual_Qty', and identify the product with the lowest ratio?","SELECT Product, AVG(CAST(Actual_Qty AS REAL) / Target_Qty) AS ProductionRatio FROM production_logs GROUP BY Product ORDER BY ProductionRatio ASC LIMIT 1","Create a calculated column for Actual_Qty / Target_Qty. Calculate the average of this ratio for each product using AVERAGEIF. Then, find the minimum average ratio using MIN.",Calculate the ratio of Actual_Qty to Target_Qty for each row in production_logs. | Group the data by Product and calculate the average production ratio for each product. | Order the results by ProductionRatio ascending and select the product with the lowest ratio.,"Product (string), Production Ratio (decimal)",Unable to parse GROUP BY query,production_logs,"Product, Target_Qty, Actual_Qty",2025-11-28T12:34:19.390132
Complex_18,Complex,"What is the average unit cost of materials purchased from each supplier, and which supplier has the lowest average cost?","SELECT Supplier, AVG(Unit_Cost_Rupees) AS AvgUnitCost FROM inventory_logs GROUP BY Supplier ORDER BY AvgUnitCost ASC LIMIT 1","Use AVERAGEIF function to calculate the average unit cost per supplier. Then, find the minimum of these averages using the MIN function.",Group the inventory_logs data by Supplier. | Calculate the average Unit_Cost_Rupees for each supplier. | Order the results by AvgUnitCost ascending and select the supplier with the lowest average cost.,"Supplier (string), Average Unit Cost (Rupees, decimal)","{'Local Vendor': 186.27073170731705, 'Supplier-A': 309.69520547945206, 'Supplier-B': 91.0943820224719, 'Supplier-C': 271.1277777777778}",inventory_logs,"Supplier, Unit_Cost_Rupees",2025-11-28T12:34:19.390148
Complex_19,Complex,How does the 'Downtime_Minutes' in production relate to the 'Downtime_Hours' in maintenance logs when the 'Issue_Description' involves 'Motor overheating and failure to start'?,"SELECT AVG(pl.Downtime_Minutes), AVG(ml.Downtime_Hours) FROM production_logs pl JOIN maintenance_logs ml ON pl.Date = ml.Breakdown_Date WHERE ml.Issue_Description = 'Motor overheating and failure to start'","Requires joining data based on date. First, find all maintenance logs with the issue description 'Motor overheating and failure to start'. Then, extract the Breakdown_Date. Next, find the average Downtime_Minutes from Production logs that occur on that date. Finally average Downtime_Hours from maintenance logs. Compare the results.",Join production_logs and maintenance_logs on Date = Breakdown_Date. | Filter the joined data for Issue_Description = 'Motor overheating and failure to start'. | Calculate the average Downtime_Minutes from production_logs. | Calculate the average Downtime_Hours from maintenance_logs. | Compare the average Downtime_Minutes and Downtime_Hours to understand the relationship.,"Average Downtime (minutes, decimal) from production, Average Downtime (hours, decimal) from maintenance",0,"production_logs, maintenance_logs","Downtime_Minutes, Downtime_Hours, Date, Breakdown_Date, Issue_Description",2025-11-28T12:34:19.390465
Complex_20,Complex,Can we predict the 'Closing_Stock_Kg' of 'Steel-101' for the next month based on the historical 'Consumption_Kg' and 'Received_Kg' values using linear regression?,"This requires a statistical tool or programming language (like Python) with libraries for linear regression. In SQL, it's very difficult.  Conceptually: 1. Extract 'Date', 'Consumption_Kg', 'Received_Kg', 'Closing_Stock_Kg' for 'Steel-101'. 2. Use a window function to calculate a rolling average of 'Consumption_Kg' and 'Received_Kg' over, say, the last 3 months. 3. Use the rolling averages as predictors and 'Closing_Stock_Kg' as the target in a linear regression model. 4. Predict 'Closing_Stock_Kg' for the next month using forecasted 'Consumption_Kg' and 'Received_Kg'.",Use the LINEST function to perform linear regression with 'Consumption_Kg' and 'Received_Kg' as independent variables and 'Closing_Stock_Kg' as the dependent variable. Then use FORECAST.LINEAR function to predict next month's Closing_Stock_Kg. Requires calculating X and Y values.,"Extract historical data for 'Steel-101': Date, Consumption_Kg, Received_Kg, Closing_Stock_Kg. | Perform linear regression using Consumption_Kg and Received_Kg as independent variables and Closing_Stock_Kg as the dependent variable. | Forecast Consumption_Kg and Received_Kg for the next month (requires assumptions or another forecasting method). | Use the linear regression model to predict the Closing_Stock_Kg for the next month.","Predicted Closing Stock (Kg, decimal)",Table not found,inventory_logs,"Date, Material_Code, Consumption_Kg, Received_Kg, Closing_Stock_Kg",2025-11-28T12:34:19.390555
Complex_21,Complex,"What is the average downtime per machine per month, and which machine has the highest average downtime?","WITH MonthlyDowntime AS (SELECT strftime('%Y-%m', Breakdown_Date) AS Month, Machine, AVG(Downtime_Hours) AS AvgDowntime FROM maintenance_logs WHERE Maintenance_Type = 'Breakdown' GROUP BY strftime('%Y-%m', Breakdown_Date), Machine) SELECT Month, Machine, AvgDowntime FROM MonthlyDowntime WHERE AvgDowntime = (SELECT MAX(AvgDowntime) FROM MonthlyDowntime)",Requires pivot table and average calculation; too complex for a single Excel formula.,"Group maintenance_logs by month and Machine, filtering for Breakdown maintenance | Calculate the average Downtime_Hours for each group | Find the maximum average downtime across all months and machines | Return the month, machine, and average downtime corresponding to the maximum value","Month (YYYY-MM), Machine (string), Average Downtime (number)",0,maintenance_logs,"Breakdown_Date, Machine, Downtime_Hours, Maintenance_Type",2025-11-28T12:34:39.841200
Complex_22,Complex,How does the percentage of failed quantity vary across different shifts for Product Widget-A?,"WITH ProductionQuality AS (SELECT pl.Shift, qc.Failed_Qty, qc.Inspected_Qty FROM production_logs pl JOIN quality_control qc ON pl.Date = qc.Inspection_Date AND pl.Product = qc.Product WHERE pl.Product = 'Widget-A') SELECT Shift, SUM(Failed_Qty) * 100.0 / SUM(Inspected_Qty) AS FailurePercentage FROM ProductionQuality GROUP BY Shift",Requires multiple SUMIFS and division; too complex for a single Excel formula.,"Join production_logs and quality_control on Date and Product, filtering for 'Widget-A' | Group by Shift | Calculate the sum of Failed_Qty and Inspected_Qty for each shift | Calculate the failure percentage (Failed_Qty / Inspected_Qty) * 100 for each shift","Shift (string), Failure Percentage (number)",Unable to parse GROUP BY query,"production_logs, quality_control","Shift, Product, Date, Failed_Qty, Inspected_Qty, Inspection_Date",2025-11-28T12:34:39.843129
Complex_23,Complex,What is the correlation between Downtime_Minutes and Failed_Qty on a daily basis?,"WITH DailyDowntimeFailures AS (SELECT pl.Date, SUM(pl.Downtime_Minutes) AS TotalDowntime, SUM(qc.Failed_Qty) AS TotalFailures FROM production_logs pl JOIN quality_control qc ON pl.Date = qc.Inspection_Date GROUP BY pl.Date) SELECT CORR(TotalDowntime, TotalFailures) AS Correlation FROM DailyDowntimeFailures","=CORREL(SUMIFS(production_logs[Downtime_Minutes], production_logs[Date], quality_control[Inspection_Date]), SUMIFS(quality_control[Failed_Qty], quality_control[Inspection_Date], production_logs[Date]))",Join production_logs and quality_control on Date | Group by Date | Calculate the sum of Downtime_Minutes and Failed_Qty for each date | Calculate the Pearson correlation coefficient between TotalDowntime and TotalFailures,Correlation Coefficient (number between -1 and 1),Unable to parse GROUP BY query,"production_logs, quality_control","Date, Downtime_Minutes, Inspection_Date, Failed_Qty",2025-11-28T12:34:39.843243
Complex_24,Complex,"For Material Steel-101, what is the trend of wastage (increase or decrease) over the past 6 months?","WITH MonthlyWastage AS (SELECT strftime('%Y-%m', Date) AS Month, SUM(Wastage_Kg) AS TotalWastage FROM inventory_logs WHERE Material_Code = 'Steel-101' AND Date >= DATE('now', '-6 months') GROUP BY strftime('%Y-%m', Date) ORDER BY Month) SELECT CASE WHEN (SELECT TotalWastage FROM MonthlyWastage ORDER BY Month DESC LIMIT 1) > (SELECT TotalWastage FROM MonthlyWastage ORDER BY Month ASC LIMIT 1) THEN 'Increasing' ELSE 'Decreasing' END AS WastageTrend",Requires calculating wastage per month using a pivot table and then comparing first and last month's values. Too complex for a single formula.,Filter inventory_logs for Material_Code = 'Steel-101' and dates within the last 6 months | Group by month | Calculate the sum of Wastage_Kg for each month | Compare the wastage in the first month to the wastage in the last month | Determine if the trend is increasing or decreasing,Trend (string: 'Increasing' or 'Decreasing'),Unable to parse GROUP BY query,inventory_logs,"Date, Material_Code, Wastage_Kg",2025-11-28T12:34:39.843260
Complex_25,Complex,Which technician has the lowest average downtime per breakdown incident?,"SELECT Technician, AVG(Downtime_Hours) AS AvgDowntime FROM maintenance_logs WHERE Maintenance_Type = 'Breakdown' GROUP BY Technician ORDER BY AvgDowntime ASC LIMIT 1",Requires calculating average downtime per technician for breakdowns. Too complex for a single Excel formula.,Filter maintenance_logs for Maintenance_Type = 'Breakdown' | Group by Technician | Calculate the average Downtime_Hours for each technician | Order by AvgDowntime in ascending order | Select the technician with the lowest average downtime,"Technician (string), Average Downtime (number)","{'Priya Sharma': 5.084210526315789, 'Rajesh Kumar': 5.385185185185185}",maintenance_logs,"Technician, Downtime_Hours, Maintenance_Type",2025-11-28T12:34:39.843753
Complex_26,Complex,What is the impact of preventive maintenance on the subsequent breakdown frequency for Machine-M1?,"WITH PreventiveMaintenance AS (SELECT Maintenance_Date FROM maintenance_logs WHERE Machine = 'Machine-M1' AND Maintenance_Type = 'Preventive'), BreakdownEvents AS (SELECT Breakdown_Date FROM maintenance_logs WHERE Machine = 'Machine-M1' AND Maintenance_Type = 'Breakdown'), TimeToBreakdown AS (SELECT JULIANDAY(be.Breakdown_Date) - JULIANDAY(pm.Maintenance_Date) AS DaysToBreakdown FROM PreventiveMaintenance pm JOIN BreakdownEvents be ON pm.Maintenance_Date < be.Breakdown_Date AND JULIANDAY(be.Breakdown_Date) - JULIANDAY(pm.Maintenance_Date) <= 90) SELECT AVG(DaysToBreakdown) AS AvgDaysToBreakdown FROM TimeToBreakdown",Too complex to calculate this impact with a single Excel formula.,"Identify dates of preventive maintenance for Machine-M1 | Identify dates of breakdown events for Machine-M1 | Calculate the time (in days) between each preventive maintenance and the next breakdown (within a reasonable window, e.g., 90 days) | Calculate the average time to breakdown after preventive maintenance",Average Days To Breakdown (number),0,maintenance_logs,"Maintenance_Date, Machine, Maintenance_Type, Breakdown_Date",2025-11-28T12:34:39.844934
Complex_27,Complex,Which supplier provides the raw material with the lowest unit cost but highest wastage percentage?,"WITH MaterialWastage AS (SELECT Supplier, Material_Name, AVG(Unit_Cost_Rupees) as Avg_Unit_Cost, SUM(Wastage_Kg) * 100.0 / SUM(Received_Kg) AS WastagePercentage FROM inventory_logs WHERE Received_Kg > 0 GROUP BY Supplier, Material_Name), RankedWastage AS (SELECT Supplier, Material_Name, Avg_Unit_Cost, WastagePercentage, RANK() OVER (ORDER BY WastagePercentage DESC) AS WastageRank FROM MaterialWastage) SELECT Supplier, Material_Name, Avg_Unit_Cost, WastagePercentage FROM RankedWastage WHERE WastageRank = 1 ORDER BY Avg_Unit_Cost ASC LIMIT 1",Requires multiple calculations and sorting. Too complex for a single excel formula.,"Calculate the average Unit_Cost_Rupees and the Wastage Percentage for each Supplier and Material_Name | Rank the materials based on WastagePercentage in descending order | Filter to show the Material with rank 1 | Order by Avg_Unit_Cost Ascending and get the top record | Return the Supplier, Material_Name and associated Wastage Percentage and Unit Cost","Supplier (string), Material_Name (string), Avg. Unit Cost (number), Wastage Percentage (number)",Unable to parse GROUP BY query,inventory_logs,"Supplier, Material_Name, Unit_Cost_Rupees, Wastage_Kg, Received_Kg",2025-11-28T12:34:39.845919
Complex_28,Complex,"What is the predicted Actual_Qty for Product Component-X on Line-2/Machine-M2 for the next shift, using the average Actual_Qty over the last week?","SELECT AVG(Actual_Qty) FROM production_logs WHERE Product = 'Component-X' AND Line_Machine = 'Line-2/Machine-M2' AND Date >= DATE('now', '-7 days')","=AVERAGEIFS(production_logs[Actual_Qty], production_logs[Product], ""Component-X"", production_logs[Line_Machine], ""Line-2/Machine-M2"", production_logs[Date], "">=""&TODAY()-7)",Filter production_logs for Product = 'Component-X' and Line_Machine = 'Line-2/Machine-M2' | Filter for dates within the last 7 days | Calculate the average of Actual_Qty,Predicted Quantity (number),327.48,production_logs,"Product, Line_Machine, Date, Actual_Qty",2025-11-28T12:34:39.845999
Complex_29,Complex,How does the rework count vary by defect type and product?,"SELECT Defect_Type, Product, AVG(Rework_Count) FROM quality_control GROUP BY Defect_Type, Product",Requires pivot table. Too complex for a single Excel formula.,Group the quality_control table by Defect_Type and Product | Calculate the average Rework_Count for each group,"Defect_Type (string), Product (string), Average Rework Count (number)",Unable to parse GROUP BY query,quality_control,"Defect_Type, Product, Rework_Count",2025-11-28T12:34:39.856620
Complex_30,Complex,Can we identify specific Issue_Description from the Maintenance Logs impacting Quality (Failed_Qty from Quality Control)?,"WITH BreakdownQuality AS (SELECT ml.Issue_Description, pl.Date AS production_date, SUM(qc.Failed_Qty) AS TotalFailures FROM maintenance_logs ml JOIN production_logs pl ON ml.Breakdown_Date = pl.Date JOIN quality_control qc ON pl.Date = qc.Inspection_Date WHERE ml.Maintenance_Type = 'Breakdown' GROUP BY ml.Issue_Description, pl.Date ORDER BY TotalFailures DESC) SELECT Issue_Description, AVG(TotalFailures) AS AverageFailures FROM BreakdownQuality GROUP BY Issue_Description ORDER BY AverageFailures DESC LIMIT 5",Too complex for single excel formula - requires multiple lookups and calculations,Join Maintenance Logs with Production logs on Breakdown_Date and Date | Join the resulting table with Quality Control on production_date and Inspection_Date | Filter where the Maintenance_Type is 'Breakdown' | Aggregate the sum of Failed Quantities group by Issue Description and production date | Order results in terms of Total Failure desc | Calculate averages and return the top 5 most impactful | Return Issue Description and Average failures for that description,"Issue_Description (string), Average Failures (Number)",Unable to parse GROUP BY query,"maintenance_logs, production_logs, quality_control","Issue_Description, Breakdown_Date, Date, Failed_Qty, Maintenance_Type",2025-11-28T12:34:39.856644
Complex_31,Complex,What is the correlation between downtime (in minutes) and failed quantity for each product?,"WITH ProductDowntime AS (SELECT pl.Product, SUM(pl.Downtime_Minutes) AS TotalDowntime FROM production_logs pl GROUP BY pl.Product), ProductFailedQty AS (SELECT qc.Product, SUM(qc.Failed_Qty) AS TotalFailedQty FROM quality_control qc GROUP BY qc.Product) SELECT pd.Product, CORR(pd.TotalDowntime, pf.TotalFailedQty) AS Correlation FROM ProductDowntime pd JOIN ProductFailedQty pf ON pd.Product = pf.Product;",Not readily achievable in Excel without significant data preparation and helper columns. Requires creating tables with summed Downtime and Failed Qty per product and then using CORREL function.,Calculate total downtime for each product from production_logs | Calculate total failed quantity for each product from quality_control | Join the two results based on product | Calculate the correlation coefficient between total downtime and total failed quantity,decimal (correlation coefficient between -1 and 1) per product,Unable to parse GROUP BY query,"production_logs, quality_control","Product, Downtime_Minutes, Failed_Qty",2025-11-28T12:34:56.715045
Complex_32,Complex,"Which machine has the highest average downtime due to breakdowns in the last quarter, and what is the total cost associated with those breakdowns?","WITH BreakdownDowntime AS (SELECT Machine, AVG(Downtime_Hours) AS AvgDowntime, SUM(Cost_Rupees) AS TotalCost FROM maintenance_logs WHERE Maintenance_Type = 'Breakdown' AND Maintenance_Date BETWEEN DATE('now', '-3 months') AND DATE('now') GROUP BY Machine) SELECT Machine, AvgDowntime, TotalCost FROM BreakdownDowntime ORDER BY AvgDowntime DESC LIMIT 1;","Requires creation of a pivot table from maintenance_logs to summarise Avg Downtime and Total Cost per Machine, filtering for Maintenance_Type 'Breakdown' and date range. MAX function can then be used to find the highest average downtime, lookup functions to return associated cost.",Filter maintenance_logs for records with Maintenance_Type as 'Breakdown' and within the last 3 months | Group the filtered records by 'Machine' | Calculate the average Downtime_Hours and sum of Cost_Rupees for each machine group | Order the grouped data by average Downtime_Hours in descending order | Select the machine with the highest average downtime and its corresponding total cost,"machine name (string), average downtime (decimal hours), total cost (Rupees)",Unable to parse GROUP BY query,maintenance_logs,"Machine, Downtime_Hours, Maintenance_Type, Maintenance_Date, Cost_Rupees",2025-11-28T12:34:56.715635
Complex_33,Complex,"What are the top 3 most frequently replaced parts across all machines, and what is the total cost associated with replacing these parts?","SELECT Parts_Replaced, COUNT(*) AS ReplacementCount, SUM(Cost_Rupees) AS TotalCost FROM maintenance_logs GROUP BY Parts_Replaced ORDER BY ReplacementCount DESC LIMIT 3;","Create a pivot table from maintenance_logs, summarising Count of Maintenance Logs and Sum of Cost Rupees per Parts_Replaced. Sort table by Count in descending order. Extract the top 3 rows.",Group maintenance_logs data by Parts_Replaced | Count the occurrences of each Parts_Replaced (ReplacementCount) | Calculate the total cost (SUM(Cost_Rupees)) for each Parts_Replaced group | Order the results by ReplacementCount in descending order | Select the top 3 Parts_Replaced entries with their counts and total costs.,"list of top 3 parts (string), their replacement count (integer), and total cost (Rupees)","{'AirFilter-01': 900, 'Bearing-101': 27000, 'Bearing-101, Seal-22': 22500, 'Bearing-101, Seal-303': 15000, 'Bearing-201': 20000, 'Bearing-202, Grease-3': 3000, 'Bearing-205, Seal-302': 32000, 'Bearing-GB2, Seal-GB1': 28000, 'Belt-B1, Belt-B2': 2200, 'Belt-B2': 3500, 'Belt-B3': 6500, 'Belt-B3, Pulley-P1': 1500, 'Belt-B7': 11000, 'Belt-C4': 15000, 'Belt-CNV4, Roller-12': 12000, 'Belt-Conv-200': 25000, 'Belt-Repair-Kit': 3500, 'Bolt-M8': 800, 'Brushes-M3': 1500, 'CPU-22, Cable-10': 12000, 'Capacitor-C3': 3500, 'Chain, Sprocket': 35000, 'Circuit-B1': 9500, 'Connector-1': 1250, 'Controller-V2, Cable-A4': 45000, 'Fan-22': 8000, 'Fan-401, Relay-12': 18000, 'Filter': 1000, 'Filter-202': 1200, 'Filter-A1': 2000, 'Filter-A1, Oil-X2': 1200, 'Filter-A3': 2700, 'Filter-H1, Oil-20L': 2800, 'Filter-X2': 1200, 'Fuse-10': 5000, 'Fuse-30A': 4000, 'Gear': 50000, 'Gear-22, Seal-11': 15000, 'Gear-32, Seal-44': 12000, 'Gear-G4, Oil-Seal': 15000, 'Grease': 800, 'Grease-1': 500, 'Grease-2': 550, 'Grease-G2': 850, 'Hose-HY12, Seal-S2': 2800, 'Hydraulic-Fluid': 800, 'Lubricant-X200, Filter-F1': 3200, 'Motor-1HP': 22000, 'Motor-202, Cooling-Fan': 25000, 'Motor-220': 18000, 'Motor-22B, Connector-X1': 28500, 'Motor-345, Relay-12': 18000, 'Motor-A6': 20000, 'Motor-M12, Capacitor-C3': 32000, 'Motor-M12, Fan-F3': 22000, 'Motor-M20, Cooling-Fan': 42000, 'Oil-10L, Filter-A2': 1200, 'Oil-G5': 2000, 'Oil-GB10L, Filter-GBF1': 1800, 'Oil-X1': 650, 'Power-Supply-1, Fuse-Box': 35000, 'PowerSupply-PS3, Fuse-20A': 18000, 'Pump-300': 22000, 'Pump-42': 28000, 'Pump-45': 18000, 'Pump-H1': 18000, 'Pump-H2, Seal-H3': 25000, 'Pump-H22': 18000, 'Pump-HP3, Seal-S12': 35000, 'Relay-05, Fuse-20A': 12500, 'Relay-R1, Fuse-F1': 15000, 'Relay-R15': 7500, 'Seal-S2, Gasket-G1': 18000, 'Sensor-001': 6500, 'Sensor-S101': 9000, 'Shaft-789': 23000, 'Transformer-T1, Fuse-F2, Relay-R2': 45000, 'Valve-V2, Filter-F4': 2000, 'Welding Rods': 4000, 'Wire-12, Connector-5': 3000, 'Wire-12A': 1200, 'Wiring, Breaker': 40000}",maintenance_logs,"Parts_Replaced, Cost_Rupees",2025-11-28T12:34:56.723403
Complex_34,Complex,"How does the average 'Actual_Qty' of 'Widget-A' on 'Line-1' change over time compared to its 'Target_Qty', and is there a trend indicating improved or declined production?","WITH DailyProduction AS (SELECT Date, AVG(Actual_Qty) AS AvgActual, AVG(Target_Qty) AS AvgTarget FROM production_logs WHERE Product = 'Widget-A' AND Line_Machine LIKE 'Line-1/%' GROUP BY Date) SELECT Date, AvgActual, AvgTarget, (AvgActual - AvgTarget) AS Difference, (AvgActual - LAG(AvgActual, 1, AvgActual) OVER (ORDER BY Date)) AS ActualChange FROM DailyProduction ORDER BY Date;",Requires a time series chart created from a pivot table summarizing Avg Actual_Qty and Avg Target_Qty for Widget-A on Line-1 by Date from production_logs. A trendline can be added to the chart to visualize the trend in Actual_Qty over time. Requires calculation of difference (Actual - Target) and day-over-day change to analyse trends,"Filter the 'production_logs' for 'Widget-A' and 'Line-1' | Calculate average of 'Actual_Qty' and 'Target_Qty' grouping by 'Date' | Calculate difference of average actual - average target values for each day | Calculate the difference between consecutive days' average Actual_Qty values using the LAG function to determine change | Output Date, average Actual, average Target, difference, and day-over-day change in Actual","date, average actual quantity (decimal), average target quantity (decimal), difference (decimal), change from previous day (decimal)",Unable to parse GROUP BY query,production_logs,"Date, Actual_Qty, Target_Qty, Product, Line_Machine",2025-11-28T12:34:56.725758
Complex_35,Complex,"What is the wastage rate (Wastage_Kg / Consumption_Kg) for each material supplied by 'Supplier-A', and has the average unit cost for those materials changed significantly in the last year?","WITH SupplierAMaterials AS (SELECT Material_Code, AVG(Wastage_Kg / Consumption_Kg) AS AvgWastageRate, AVG(Unit_Cost_Rupees) AS AvgUnitCost FROM inventory_logs WHERE Supplier = 'Supplier-A' GROUP BY Material_Code), PreviousYearCosts AS (SELECT Material_Code, AVG(Unit_Cost_Rupees) AS PrevYearCost FROM inventory_logs WHERE Supplier = 'Supplier-A' AND Date BETWEEN DATE('now', '-1 year') AND DATE('now', '-364 days') GROUP BY Material_Code) SELECT sa.Material_Code, sa.AvgWastageRate, sa.AvgUnitCost, py.PrevYearCost, (sa.AvgUnitCost - py.PrevYearCost) AS CostChange FROM SupplierAMaterials sa JOIN PreviousYearCosts py ON sa.Material_Code = py.Material_Code;",Requires generating two pivot tables from inventory_logs filtered by supplier A. One for the last year and the current period. Wastage Rate needs to be calculated per material using calculated fields inside pivot table. Unit Cost also needs to be averaged per material. Finally both pivot tables needs to be compared material wise and cost change calculated with difference of Unit Cost,"Filter inventory_logs for Supplier 'Supplier-A' | Calculate wastage rate by dividing 'Wastage_Kg' by 'Consumption_Kg' for each material. | Calculate the average wastage rate for each Material_Code. | Calculate the average 'Unit_Cost_Rupees' for each Material_Code. | Calculate unit costs from the past year (same day last year), grouping by Material_Code | Join with material and compare current and previous unit cost, find the differences | Output results including Material, Wastage Rate, and previous cost.","Material Code (string), average wastage rate (decimal), average unit cost (Rupees), cost change (Rupees)",Unable to parse GROUP BY query,inventory_logs,"Material_Code, Wastage_Kg, Consumption_Kg, Unit_Cost_Rupees, Supplier, Date",2025-11-28T12:34:56.726845
